// <id, capacity (cpu, memory), features (speed), state (time_to_turn_on, time_to_turn_off, load (cpu_load, memory_load), state)>

physical_machines = {
  <0, <64, 256>, <1.0>, <96.5, 11.0, <0.0, 0.0>, 0>>,
  <1, <32, 256>, <1.0>, <37.7, 77.4, <0.0, 0.0>, 0>>,
  <2, <56, 64>, <1.0>, <48.2, 37.2, <0.0, 0.0>, 0>>,
  <3, <56, 256>, <1.0>, <100.6, 61.8, <0.0, 0.0>, 0>>,
  <4, <40, 128>, <1.0>, <83.1, 64.0, <0.0, 0.0>, 0>>,
  <5, <48, 64>, <1.0>, <58.0, 44.1, <0.0, 0.0>, 0>>,
  <6, <56, 256>, <1.0>, <68.0, 66.9, <0.0, 0.0>, 0>>,
  <7, <48, 256>, <1.0>, <90.6, 59.5, <0.0, 0.0>, 0>>,
  <8, <40, 256>, <1.0>, <35.8, 43.7, <0.0, 0.0>, 0>>,
  <9, <256, 64>, <1.0>, <20.3, 88.1, <0.0, 0.0>, 0>>,
  <10, <48, 128>, <1.0>, <44.5, 69.9, <0.0, 0.0>, 0>>,
  <11, <32, 512>, <1.0>, <78.6, 31.4, <0.0, 0.0>, 0>>,
  <12, <56, 64>, <1.0>, <31.5, 78.7, <0.0, 0.0>, 0>>,
  <13, <32, 64>, <1.0>, <28.8, 56.3, <0.0, 0.0>, 0>>,
  <14, <256, 64>, <1.0>, <106.1, 84.7, <0.0, 0.0>, 0>>,
  <15, <128, 128>, <1.0>, <46.8, 47.4, <0.0, 0.0>, 0>>,
  <16, <32, 128>, <1.0>, <35.3, 14.3, <0.0, 0.0>, 0>>,
  <17, <56, 128>, <1.0>, <59.5, 89.3, <0.0, 0.0>, 0>>,
  <18, <56, 256>, <1.0>, <95.4, 78.8, <0.0, 0.0>, 0>>,
  <19, <40, 512>, <1.0>, <61.2, 80.3, <0.0, 0.0>, 0>>,
  <20, <40, 64>, <1.0>, <105.2, 78.4, <0.0, 0.0>, 0>>,
  <21, <40, 512>, <1.0>, <60.5, 21.6, <0.0, 0.0>, 0>>,
  <22, <40, 256>, <1.0>, <54.1, 38.3, <0.0, 0.0>, 0>>,
  <23, <48, 256>, <1.0>, <87.7, 51.2, <0.0, 0.0>, 0>>,
  <24, <256, 128>, <1.0>, <118.0, 32.3, <0.0, 0.0>, 0>>,
  <25, <40, 512>, <1.0>, <59.2, 36.3, <0.0, 0.0>, 0>>,
  <26, <40, 64>, <1.0>, <33.8, 42.6, <0.0, 0.0>, 0>>,
  <27, <48, 512>, <1.0>, <63.7, 67.9, <0.0, 0.0>, 0>>,
  <28, <128, 128>, <1.0>, <17.2, 89.7, <0.0, 0.0>, 0>>,
  <29, <32, 128>, <1.0>, <28.9, 36.8, <0.0, 0.0>, 0>>,
  <30, <64, 512>, <1.0>, <50.4, 65.5, <0.0, 0.0>, 0>>,
  <31, <40, 512>, <1.0>, <84.3, 42.9, <0.0, 0.0>, 0>>,
  <32, <256, 128>, <1.0>, <33.9, 77.4, <0.0, 0.0>, 0>>,
  <33, <32, 128>, <1.0>, <96.2, 77.2, <0.0, 0.0>, 0>>,
  <34, <40, 64>, <1.0>, <39.6, 67.9, <0.0, 0.0>, 0>>,
  <35, <256, 128>, <1.0>, <102.3, 14.6, <0.0, 0.0>, 0>>,
  <36, <40, 512>, <1.0>, <102.9, 37.4, <0.0, 0.0>, 0>>,
  <37, <32, 128>, <1.0>, <67.9, 68.1, <0.0, 0.0>, 0>>,
  <38, <48, 64>, <1.0>, <78.6, 67.7, <0.0, 0.0>, 0>>,
  <39, <256, 512>, <1.0>, <78.9, 28.7, <0.0, 0.0>, 0>>,
  <40, <48, 128>, <1.0>, <65.2, 36.6, <0.0, 0.0>, 0>>,
  <41, <128, 512>, <1.0>, <85.4, 72.4, <0.0, 0.0>, 0>>,
  <42, <32, 256>, <1.0>, <19.0, 14.7, <0.0, 0.0>, 0>>,
  <43, <256, 256>, <1.0>, <90.6, 82.8, <0.0, 0.0>, 0>>,
  <44, <40, 128>, <1.0>, <54.4, 83.0, <0.0, 0.0>, 0>>,
  <45, <56, 256>, <1.0>, <97.3, 50.9, <0.0, 0.0>, 0>>,
  <46, <56, 64>, <1.0>, <101.7, 81.7, <0.0, 0.0>, 0>>,
  <47, <64, 128>, <1.0>, <115.5, 14.6, <0.0, 0.0>, 0>>,
  <48, <48, 128>, <1.0>, <100.5, 25.7, <0.0, 0.0>, 0>>,
  <49, <48, 128>, <1.0>, <82.3, 16.1, <0.0, 0.0>, 0>>,
  <50, <128, 256>, <1.0>, <28.3, 38.9, <0.0, 0.0>, 0>>,
  <51, <256, 512>, <1.0>, <62.1, 60.5, <0.0, 0.0>, 0>>,
  <52, <128, 128>, <1.0>, <77.1, 12.0, <0.0, 0.0>, 0>>,
  <53, <32, 64>, <1.0>, <38.6, 58.2, <0.0, 0.0>, 0>>,
  <54, <56, 128>, <1.0>, <16.4, 46.9, <0.0, 0.0>, 0>>,
  <55, <48, 256>, <1.0>, <93.1, 86.6, <0.0, 0.0>, 0>>,
  <56, <128, 256>, <1.0>, <46.8, 20.3, <0.0, 0.0>, 0>>,
  <57, <32, 128>, <1.0>, <84.0, 16.6, <0.0, 0.0>, 0>>,
  <58, <32, 128>, <1.0>, <50.8, 80.6, <0.0, 0.0>, 0>>,
  <59, <48, 64>, <1.0>, <81.9, 87.8, <0.0, 0.0>, 0>>,
  <60, <48, 256>, <1.0>, <67.5, 40.4, <0.0, 0.0>, 0>>,
  <61, <48, 128>, <1.0>, <22.8, 15.8, <0.0, 0.0>, 0>>,
  <62, <32, 512>, <1.0>, <92.2, 45.5, <0.0, 0.0>, 0>>,
  <63, <32, 128>, <1.0>, <34.4, 79.0, <0.0, 0.0>, 0>>,
  <64, <40, 512>, <1.0>, <24.4, 79.8, <0.0, 0.0>, 0>>,
  <65, <40, 64>, <1.0>, <39.9, 28.7, <0.0, 0.0>, 0>>,
  <66, <256, 256>, <1.0>, <49.8, 53.3, <0.0, 0.0>, 0>>,
  <67, <64, 512>, <1.0>, <23.2, 20.3, <0.0, 0.0>, 0>>,
  <68, <256, 128>, <1.0>, <34.9, 73.9, <0.0, 0.0>, 0>>,
  <69, <64, 64>, <1.0>, <82.0, 53.3, <0.0, 0.0>, 0>>,
  <70, <256, 256>, <1.0>, <74.4, 44.2, <0.0, 0.0>, 0>>,
  <71, <56, 128>, <1.0>, <58.6, 46.5, <0.0, 0.0>, 0>>,
  <72, <256, 128>, <1.0>, <95.7, 19.6, <0.0, 0.0>, 0>>,
  <73, <56, 128>, <1.0>, <30.0, 83.6, <0.0, 0.0>, 0>>,
  <74, <40, 128>, <1.0>, <35.5, 16.4, <0.0, 0.0>, 0>>,
  <75, <128, 128>, <1.0>, <33.5, 11.3, <0.0, 0.0>, 0>>,
  <76, <64, 256>, <1.0>, <68.4, 48.2, <0.0, 0.0>, 0>>,
  <77, <40, 256>, <1.0>, <19.1, 77.5, <0.0, 0.0>, 0>>,
  <78, <32, 256>, <1.0>, <37.9, 48.6, <0.0, 0.0>, 0>>,
  <79, <40, 512>, <1.0>, <83.8, 34.0, <0.0, 0.0>, 0>>,
  <80, <64, 512>, <1.0>, <33.9, 23.8, <0.0, 0.0>, 0>>,
  <81, <40, 256>, <1.0>, <55.8, 32.6, <0.0, 0.0>, 0>>,
  <82, <56, 512>, <1.0>, <73.0, 88.6, <0.0, 0.0>, 0>>,
  <83, <32, 256>, <1.0>, <112.5, 78.4, <0.0, 0.0>, 0>>,
  <84, <256, 256>, <1.0>, <94.0, 52.4, <0.0, 0.0>, 0>>,
  <85, <256, 256>, <1.0>, <98.7, 79.5, <0.0, 0.0>, 0>>,
  <86, <32, 512>, <1.0>, <51.3, 84.9, <0.0, 0.0>, 0>>,
  <87, <256, 128>, <1.0>, <99.0, 27.3, <0.0, 0.0>, 0>>,
  <88, <64, 64>, <1.0>, <80.9, 79.1, <0.0, 0.0>, 0>>,
  <89, <48, 256>, <1.0>, <78.9, 74.7, <0.0, 0.0>, 0>>,
  <90, <48, 64>, <1.0>, <88.4, 63.3, <0.0, 0.0>, 0>>,
  <91, <128, 128>, <1.0>, <21.6, 71.0, <0.0, 0.0>, 0>>,
  <92, <128, 128>, <1.0>, <37.9, 83.6, <0.0, 0.0>, 0>>,
  <93, <32, 256>, <1.0>, <39.8, 18.5, <0.0, 0.0>, 0>>,
  <94, <128, 256>, <1.0>, <71.1, 84.6, <0.0, 0.0>, 0>>,
  <95, <64, 64>, <1.0>, <56.4, 21.9, <0.0, 0.0>, 0>>,
  <96, <56, 64>, <1.0>, <112.6, 56.4, <0.0, 0.0>, 0>>,
